placeName,address,managerUnit,applyUnit,contactor,officePhone,fax,email,register,imageUrl,seg,place
高雄市美濃文創中心,,高雄市政府客家事務委員會,高雄市政府客家事務委員會(美濃客家文物館),林先生,07-6818338#29,07-6812943,,展演前20天受理書面、電話申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-25/ae3bf10d-81ce-4afc-a8db-00298089c8db/26e4750c1b5fbad78edec314f6e4ca73.jpg,"['美濃文創', '高雄市', '中心']",
集盒•Kubic貨櫃園區,,高雄市都發局,集盒•Kubic貨櫃園區,李先生,07-3347310,,kubickh@gmail.com,7天前E-mail申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-25/94d1dbc4-a02a-4d73-8cad-9b1bd62f9cd4/12a8766828b4f00c0c901821848e18d8.jpg,"['集盒', 'Kubic', '貨櫃', '園區']",
台灣糖業博物館休息處左方廣場、糖品館前廣場,,台灣糖業公司高雄區處,糖業博物館,洪先生,07-6119299#382,07-6114128,,30天前電話申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-25/6a9005e9-0573-4ce0-af98-c4ed889e178e/478fc05188259e8601245179fd24363e.jpg,"['台灣', '糖業', '廣場', '糖品館', '前廣場', '左方', '博物', '休息']",
漁夫市集,,潛錩規劃行銷有限公司,潛錩規劃行銷有限公司,,07-5853081/07-6989697,07-6989697,singdafishmarket88@gmail.com,展演前7天受理書面、電話、E-mail申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-25/f144834c-aa32-4fba-a1b1-56385d5867af/eb4ccb94f782d03c1f7524453594994b.jpg,"['漁夫', '市集']",
崗山之眼〈好漢亭〉,,高雄市政府觀光局,御膳坊企業行,李小姐,0981675668,,,展演前1天受理電話申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-25/c20207a3-3cb3-403a-ac85-c84d11fa5a1a/ba034c6180610958b893966ed554b66a.JPG,"['崗山', '之眼', '好漢亭']",
棧貳庫-旗津航線渡輪一樓客艙,,高雄市輪船股份有限公司,高雄市輪船股份有限公司,,07-2262888轉營業部,,,7天前書面申請，請於平日9:00-17:00洽詢(請避開12:00-13:30午休時間),http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-25/aab39104-697f-4ba1-90db-690814a3112e/82689a5adf1b2a426139b64df5cdd08a.jpg,"['旗津', '航線', '渡輪', '一樓', '客艙']",
高雄市立圖書館總館前廣場,,高雄市立圖書館,高雄市立圖書館 總務部,蔡小姐,07-5360238#8917,07-5362338,imirene@mail.ksml.edu.tw,14天前書面申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-25/71dd882e-aa7c-497a-aa76-2949c6bab621/1bb47e9e3bee7dfe9cf4de7b4d31661c.jpg,"['立圖', '書館', '總館', '前廣場', '高雄市']",
高雄市李科永紀念圖書館,,高雄市立圖書館,高雄市李科永紀念圖書館,楊小姐,07-2610005,07-2619997,,14天前書面/電話申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-25/7c7cd1e7-b6d1-4425-b0a6-856b8734325e/10d195aa69a5a13f1cda5a1a3701ebc5.jpg,"['李科永紀念', '圖書館', '高雄市']",
高雄市立圖書館旗山分館廣場,,高雄市立圖書館旗山分館,高雄市立圖書館旗山分館,鄭先生,07-6626536,,chishan@mail.ksml.edu.tw,14天前書面申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2019-06-25/01e2c6ce-336f-4ef6-8c14-e9722791134c/ed63adb6aa3522ab62f65372572eef92.jpg,"['立圖', '書館', '旗山', '分館', '廣場', '高雄市']",
遠百信義A13,,遠百信義A13,行銷公關課,賴先生 Alan,02-77500888 #8366,,alanlai@feds.com.tw,e-mail回傳,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-06-19/bfc5cbad-3363-4185-b17c-2769e36b8df7/8fb5729f541a2b00d63baa88a7f2b489.jpg,"['遠百信義', 'A13']",
大有梯田生態公園,,工務局,樂滿地文旅發展有限公司,葉小姐,0928-883235,,,電話申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-08-25/e9cf9a0d-cbe5-418c-8f12-0368bde91025/74c70acad3e744a306ea1c55731eb923.png,"['生態', '公園', '梯田', '大有']",
新勢公園,,平鎮區公所,平鎮區公所,郭小姐,(03)4572105分機2373,,,書面申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-08-25/9e8ba35c-400b-4a0e-8c1b-b8bb3d46ad44/63da5932c311eea05fa08abb1697a244.jpg,"['新勢', '公園']",
新溪口吊橋園區,,桃園市復興區公所,桃園市復興區公所,江小姐,(03)3821500分機139,,,書面登記(可先電詢),http://busker.culture.tw/c_upload_busker/performer/place/image/2020-10-08/c2413d10-c3f3-4f89-97c1-d8092eec5681/3df7f6f209fc4890f2a10b771be9f9ea.jpg,"['吊橋', '園區', '溪口']",
中華資安國際滲透測試,,,,,,,,,,"['中華', '資安國際', '滲透', '測試']",
中正公園228紀念碑處(施工中),,基隆市政府工務處公園管理科,基隆市政府工務處公園管理科,高浚圻先生,(02)24201122轉1826.1827,,boras0627@mail.klcg.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/67bfc110-74ca-45c3-9d2b-710925222559/74c76152d89e2c832e59c74d4b29b572.JPG,"['公園', '228', '紀念碑', '中正', '施工']",
中正公園國民廣場,,基隆市政府工務處公園管理科,基隆市政府工務處公園管理科,高浚圻先生,(02)24201122轉1826.1827,,boras0627@mail.klcg.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/8c050c81-6172-44b3-b906-84fb85254884/43109bf12a08b37b34a958ba76895b2f.JPG,"['公園', '國民廣場', '中正']",
百福公園,,基隆市政府都市發展處公園管理科,基隆市政府都市發展處公園管理科,曾振賜先生,(02)24201122轉1826、1827,,kl866@mail.klcg.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/4304f863-7422-4b1a-a3f3-f2053265caf8/1b101f2f123982ccaf715738ad1b7028.JPG,['百福公園'],
碧砂漁港-海景廣場及經國銅像處,,基隆市政府 產業發展處 農漁管理科,基隆市政府 產業發展處 農漁管理科,王思瑋小姐,(02)24695092   ,,,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/366abd70-9abb-4eea-9a92-c335360681f1/fc67843f395eb1cffdc32494d93f1803.JPG,"['碧砂', '漁港', '廣場', '經國銅', '海景']",
陽明海洋文化藝術館(一) 廣場,,財團法人陽明海運文化基金會,財團法人陽明海運文化基金會,李勝寶先生,(02)24215681轉105  ,2421-5685,victor.sb.lee@yangming.com,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/7c7b3374-f6d7-4cb8-a776-44094322232f/ced9a49c46c1d77d4465a134abad2c9d.JPG,"['陽明', '藝術館', '廣場', '海洋', '文化']",
陽明海洋文化藝術館(二) 拱廊,,財團法人陽明海運文化基金會,財團法人陽明海運文化基金會,李勝寶先生,(02)24215681轉105 ,2421-5685,victor.sb.lee@yangming.com,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/1e77d6f2-b314-4579-bad8-db2b222e635d/515f0c5c117942d7dbeb1bc7567c3a7e.JPG,"['拱廊', '陽明', '藝術館', '海洋', '文化']",
市民廣場（一） 義一路側,,基隆市文化局行政科,基隆市文化局行政科,戴偉如小姐,(02)-24224170轉366,,t626@klccab.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/892a2368-4d70-4452-86c7-855b4cc6cf42/0b6d15c62f1bef07853687c1c55c3e36.JPG,"['廣場', '一路', '市民']",
中元祭祀文物館廣場,,基隆市文化局展覽藝術科,基隆市文化局展覽藝術科,李書玉小姐,(02)24224170轉389,,bookbaby@klccab.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/ddc604bd-8ae6-4380-a0d5-1590a8513ee5/7a31c0c63d4924cf6ab7d46ec71b75c2.JPG,"['館廣場', '祭祀', '文物']",
國定古蹟二沙灣砲台(一)南砲座區,,基隆市文化局文化資產科,基隆市文化局文化資產科,張正賢先生,(02)24224170轉345,,dozowu2018@klccab.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/bd416b24-1425-4ade-9458-2866651ecbbe/293d6039839d35aa8306b92c9cdd84ca.JPG,"['國定', '二沙灣', '座區']",
國定古蹟二沙灣砲台(二)-北砲座區,,基隆市文化局文化資產科,基隆市文化局文化資產科,張正賢先生,(02)24224170轉345,,dozowu2018@klccab.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/206e00f3-92e2-43b1-bb02-a90457489b17/60498e5df7874576fad06009568c5ba9.JPG,"['國定', '二沙灣', '座區']",
國定古蹟二沙灣砲台(三)-海門天險城門營盤區,,基隆市文化局文化資產科,基隆市文化局文化資產科,張正賢先生,(02)24224170轉345,,,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/8cef8bec-9f93-4c0b-8683-c289efd5dbbf/daabc619c9cf460374e5750ab4df3e25.JPG,"['國定', '二沙灣', '海門', '天險', '城門營', '盤區']",
大武崙砲台,,基隆市文化局文化資產科,基隆市文化局文化資產科,謝宜雯小姐,(02)24224170轉385,,yiewen@klccab.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/e5889d2e-b2cd-426e-b266-32e5e4715735/24b56f6770018085052c6da098c29b35.JPG,['大武'],
白米甕砲台籃球場旁空地區,,基隆市文化局文化資產科,基隆市文化局文化資產科,謝宜雯小姐,(02)224224170轉385,,yiewen@klccab.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-08-13/4f868904-fa65-48f8-afaf-a974af134acc/268b16b8ee67fcb7f8b43288e02c6e20.jpg,"['籃球場', '白米', '空地']",
義二路形象商圈(一) 義二路46號走廊外側,,基隆市哨船頭商圈發展協會,基隆市哨船頭商圈發展協會,郇智涵小姐,(02)24223522或0953849561,,meiling68793@yahoo.com.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-02-25/3ea53b42-963f-464f-8d79-b73873c8dd97/f88d3c261b630138442d2a62a6b9fbee.jpg,"['二路', '46', '外側', '商圈', '走廊', '形象']",
義二路形象商圈(二)  信二路290-1號走廊靠外側,,基隆市哨船頭商圈發展協會,基隆市哨船頭商圈發展協會,郇智涵小姐,(02)24223522或0953849561,,meiling68793@yahoo.com.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-02-25/9ee7813d-36d2-42da-9f48-137757cfdd30/76d49dc9d81de83e44727ceb626004ca.jpg,"['二路', '290', '外側', '商圈', '走廊', '形象']",
田寮河(一) 仁一路側富狗橋至金雞橋段,,基隆市政府工務處養護工程科,基隆市政府工務處養護工程科,朱證翔先生,(02)24201122-1909,,,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-02-25/cfcb8902-2996-4c2c-bf41-1ef4a729f944/744d9c21f9cb1414e452d985f5216e3d.jpg,"['田寮', '側富', '狗橋', '金雞橋', '一路']",
外木山(一) 湖海路一段1.2公里處,,基隆市政府 觀光及城市行銷處觀光發展科,基隆市政府 觀光及城市行銷處觀光發展科,周瑞娥小姐,(02)24264866-208,,lin840104@mail.klcg.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/18dc5dd8-ddbf-4752-aa32-a3aa2d8c0237/9ddda48ab5f7b8826426baf16398adf3.JPG,"['外木山', '1.2', '海路', '一段', '公里']",
外木山(二)  湖海路一段1.3公里處 ,,基隆市政府 觀光及城市行銷處觀光發展科,基隆市政府 觀光及城市行銷處觀光發展科,周瑞娥小姐,(02)4264866-208,,lin840104@mail.klcg.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/cd2d6ceb-ea58-437b-ba77-b17d318ab8ca/1a90e32eefca0f706f2a42dc017c0c5a.JPG,"['外木山', '1.3', '海路', '一段', '公里']",
外木山(三) 湖海路一段1.7公里處-新公廁右側,,基隆市政府 觀光及城市行銷處觀光發展科,基隆市政府 觀光及城市行銷處觀光發展科,周瑞娥小姐,(02)24264866-208,,lin840104@mail.klcg.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/17359ea3-0eda-41db-a468-06d646a8bd0f/69a12e237ad7e7514fb8a9ded4439602.JPG,"['外木山', '1.7', '新公廁', '右側', '海路', '一段', '公里']",
潮境公園寄居蟹廣場,,國立海洋科技博物館,國立海洋科技博物館,陳枝梅小姐,(02)24696000-1015,,,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/33b9b2a3-6290-4e83-a759-0b95cd2f719b/36a1980fc8e833064ff23d1c95ba516b.JPG,"['潮境', '公園', '廣場', '寄居蟹']",
國立海洋科技博物館(一)-3D海洋劇場-戶外廣場表演區域,,國立海洋科技博物館,國立海洋科技博物館,陳枝梅小姐,(02)24696000-1015,,,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/80cf01dc-6add-4ce2-ad5b-311eeaa15fcf/e5f5b7d0e2a6b9da741c3ab881fd8cef.JPG,"['海洋', '國立', '3D', '劇場', '戶外', '廣場', '區域', '博物', '表演', '科技']",
國立海洋科技博物館(三)   區域探索館,,國立海洋科技博物館,國立海洋科技博物館,陳枝梅小姐,(02)24696000-1015,,qooeye38@mail.nmmst.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/6ed2c278-2440-44f2-a72e-ca9a0678bef3/10b55e40b3a5ff0aa3fac1634446db3b.JPG,"['國立', '區域', '博物', '探索', '海洋', '科技']",
暖暖運動公園 （管理中心前空地）,,基隆市立體育場,基隆市立體育場,廖士興先生,(02)24275518-23,,iverson6804@hotmail.com,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/c9110bcc-1ff3-474a-ab47-1f6c99554d2a/202e22e3146e68172a4cc9f44fb7bd18.JPG,"['運動', '公園', '管理中心', '空地']",
市民廣場（二） 中正路側舞台區,,基隆市文化局行政科,基隆市文化局行政科,戴偉如小姐,(02)24224170轉366,,t626@klccab.gov.tw,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/32e3e38f-ad01-4009-afe2-02f63a65b781/0b6d15c62f1bef07853687c1c55c3e36.JPG,"['廣場', '中正路', '舞台', '市民']",
田寮河(二) 信一路側富狗橋至金雞橋段,,基隆市政府工務處養護工程科,基隆市政府工務處養護工程科,朱證翔先生,(02)24201122-1909,,,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-02-25/d625014a-47d1-4a6e-9dff-e4d0ab157287/16a168017d075e6512cdeca3469aa98e.jpg,"['田寮', '側富', '狗橋', '金雞橋', '一路']",
國立海洋科技博物館(二)-3D海洋劇場-屋簷下表演區域,,國立海洋科技博物館,國立海洋科技博物館,陳枝梅小姐,(02)24696000-1015,,,每月15-25日前，於網站填列次月之展演場地申請。未於規定時間內填列者，文化局應不予列入抽籤。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-01-20/8a90df05-423d-400f-b39f-501e8140fac1/c68fcbb0c5155e9c8f1ccadd8f9b780f.JPG,"['海洋', '國立', '3D', '劇場', '屋簷', '區域', '博物', '表演', '科技']",
瑞芳區　瑞芳圖書館區民廣場,,瑞芳區公所經建課,,顏小姐,02-24972250#1402,,AO2086@ntpc.gov.tw,線上申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2022-01-25/d83c5c97-7897-4a94-a45b-6678a3fd1e44/3f44864b8d37a268741072eb2fcb4a9d.jpg,"['瑞芳', '圖書館', '區民廣場']",
中和區　中和區公所前廣場,,中和區公所秘書室,,秘書室黎先生,02-22482688#175,,AJ7571@ntpc.gov.tw,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/4ac0dfb9-813b-4ac3-827d-35995b21db6c/9035bdf6dd46df50964694818a6488e4.jpg,"['中和區', '前廣場', '公所']",
鶯歌區　鶯歌老街陶館戶外舞台,,鶯歌老街陶舘,,杜小姐,02-26781799,,,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/950b1525-f370-419f-95de-55fbed8e928e/b4543947a9cefb7dd87f395c871f4652.jpg,"['歌區', '陶館', '戶外', '老街', '舞台']",
板橋區　Global Mall板橋車站2樓戶外廣場,,環球板橋店販促課,,王小姐,02-29692989#6031,,joyce_wang@twglobalmall.com,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-08-03/5bf9f80c-a0f4-4313-9353-be08cd66c497/240826f791cbde9a66f6875ee5f879cb.png,"['板橋區', 'Global', 'Mall', '板橋', '車站', '樓戶', '外廣場']",
中和區　環球中和店1樓活動區,,環球中和店販促課,,販促課黃小姐,02-77317999#6038,,,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F141/9d96b4ed-b1ae-48e6-92ec-c67e03a4a9c2.jpg,"['中和區', '環球', '樓活', '動區']",
中和區　環球中和店2樓活動區,,環球中和店販促課,,販促課黃小姐,02-77317999#6038,,,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F142/cd5e9fff-2375-4b11-9db2-83688c27757d.jpg,"['中和區', '環球', '樓活', '動區']",
中和區　四號公園文創,,四號公園文創會展藝文部,,朱小姐,02-29280521#12,,nthcc86@gmail.com,線上申請,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F143/81d2311c-7d79-4c7d-9a79-0df35163cb1a.jpg,"['中和區', '四號', '公園', '文創']",
樹林區　北大特區竹街廣場,,碧連天俱樂部,,楊協理,02-35018293,,,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/cec30586-d74b-4676-a6f5-da765f4d5ffb/ad4d8008e266610e14a857ac1572a479.jpg,"['樹林區', '特區', '竹街', '廣場', '北大']",
石門區　石門洞遊憩區,,石門區公所,,許先生,02-26381721#605,,AI8478@ntpc.gov.tw,1.民眾須具備新北市政府文化局認可之有效街頭藝人證，始可申請展演，經管理單位核可後方可展演。2.請於展演前7日向管理單位申請。,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-08-03/0c02db87-470b-411a-82d3-621db79bdf13/c19e64735969cb9425795338cb7669c8.png,"['石門區', '石門', '洞遊', '憩區']",
新莊區　中港大排彩虹廣場,,新北市政府水利局,,余先生,02-29603456#5037,,AD5128@ntpc.gov.tw,本展演場地請依「新北市政府水利局中港大排戶外公共空間提供展演實施申請說明」辦理。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/cd70f08a-31b7-4492-80e4-86005f6cc7a1/5d2f1387669bc1ad0b3c6dfbd8b135a0.jpg,"['新莊區', '廣場', '中港', '大排', '彩虹']",
蘆洲區　柳堤公園,,蘆洲區公所經建課,,曾小姐,02-22811484#223,,AQ9617@ntpc.gov.tw,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-11-23/f227930c-b85a-44f3-9831-7825eafcec00/f261ea374af9231725fd1c1e793b48d7.jpg,"['柳堤', '蘆洲區', '公園']",
坪林區　坪林茶業博物館,,新北市政府文化局,,林先生,02-26656035#210,,AN3438@ntpc.gov.tw,線上申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/c13ecc2e-9f7c-4cc6-bfc3-49758e7af048/ab70e1f918f59744c1a7a3189f1c55dd.JPG,"['坪林', '茶業', '博物']",
新莊區　青年公園主題園區活力廣場,,新莊區公所經建課,,經建課吳先生,02-29929891#407,,AT9595@ntpc.gov.tw,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F149/922935ae-1fa0-46f1-851f-ffc73c0c0426.jpg,"['新莊區', '公園', '主題', '園區', '廣場', '活力', '青年']",
新店區　碧潭風景區,,新北市政府觀光旅遊局,,謝先生,02-29603456#4152,,,線上申請。如有問題請恰場地管理員,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-08-04/527df4e7-5640-445f-9e1e-6a83cb083f49/41fa257c288f3f2e5625c850c874c930.jpg,"['碧潭', '風景區', '新店']",
三峽區　新北市客家文化園區,,新北市政府客家事務局,,李先生,02-26729996#319,,AP1849@ntpc.gov.tw,先致電、email向管理員詢問,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/8fc04606-7461-4fd1-a29a-976ba9f99dd8/4419cee9fb0f311a51e33ee7b65e72bb.jpg,"['三峽區', '新北市', '園區', '客家', '文化']",
石門區　風箏公園,,北海岸及觀音山國家風景區管理處,,范小姐,02-86355100#2125,,FAN.NGN@tbroc.gov.tw,民眾須具備新北市政府文化局認可之有效街頭藝人證，始可申請展演，經管理單位核可後方可展演。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/21a48241-73a1-4202-a13a-a57c94aa391d/2fd01a35fbf2c9c50efe0357be764e43.jpg,"['石門區', '風箏', '公園']",
坪林區　坪林老街,,坪林區公所民政災防課,,陳小姐,02-26657251#245,,AC3173@ntpc.gov.tw,1.民眾須具備新北市政府文化局認可之有效街頭藝人證，始可申請展演，經管理單位核可後方可展演。 2.表演者須於2星期前檢送展演資料予場地管理單位審核，核可後方可展演並依該單位規定辦理。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/1293d2a1-9fcd-4ac2-86f7-ceb7409a53c5/df46cb1ee1198610dd8e319024bd428d.jpg,"['坪林', '老街']",
五股區　新北市勞工活動中心前廣場,,新北市政府勞工局,,林小姐,02-22983639#117,,AA9067@ntpc.gov.tw,電話申請,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/77bd532d-d127-492e-8da9-717364e5a877/60764d044eed6dad6919dcbe4057524d.jpg,"['新北市', '勞工', '活動', '前廣場', '五股', '中心']",
土城區　永寧捷運站廣場,,土城區公所,,何先生,02-22732000#460,,AG0420@ntpc.gov.tw,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/59caf57e-80f9-4f0f-891c-35ee5099313e/85fc35076acce29ef5a583497dfbbed3.jpg,"['永寧捷', '運站', '廣場', '土城']",
土城區　海山捷運站廣場,,土城區公所,,何先生,02-22732000#460,,AG0420@ntpc.gov.tw,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/dedc5427-1a34-458b-92a8-0cbf163f4cf7/9fde7fab180ede4e3b5bce29c5eefc1c.jpg,"['捷運站', '廣場', '海山', '土城']",
貢寮區　福隆遊客中心前廣場,,東北角暨宜蘭海岸國家風景區管理處遊憩課,,吳小姐,02-24991115#333,,MAY00261.NEYC@tbroc.gov.tw,1.民眾須具備新北市政府文化局認可之有效街頭藝人證，始可申請展演，經管理單位核可後方可展演。2.請於展演前7日向管理單位申請。,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/fe019d03-f3de-4a2a-84c9-31689c04ce31/f48d0ee8df2150e036b8bf68b7d7129f.jpg,"['福隆', '遊客', '前廣場', '中心']",
樹林區　南寮福德宮,,南寮福德宮,,江小姐,0930-274795,,,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/587e7164-b41b-4a12-b9e0-4d186d119dc9/c10ebeeca6eb4d12e2afe094d307836b.jpg,"['樹林區', '福德宮']",
樹林區　樹林後站廣場,,樹林區公所經建課,,梁先生,02-26812106#2615,,AG3355@ntpc.gov.tw,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F159/721c7c36-6a54-494a-aee6-e493633436d6.jpg,"['樹林區', '樹林後站', '廣場']",
新莊區　福營休閒廣場,,新莊區公所經建課,,經建課曹先生,02-29929891#406,,AL6909@ntpc.gov.tw,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/c_upload_busker/performer/place/image/2021-12-15/96594381-8633-4704-bc92-32041731fff3/3124204413540099920ce13711f87fd7.jpg,"['新莊區', '福營', '休閒', '廣場']",
新莊區　中港厝休閒廣場,,新莊區公所經建課,,林小姐,02-29929891#411,,AE3534@ntpc.gov.tw,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-12-08/5d5c7f55-c4f0-4667-891d-ecd4ca9a95e9/9e277308fe7e8ae7718ab80ab170ec0f.png,"['新莊區', '休閒', '廣場', '中港']",
新莊區　新莊文化藝術中心廣場,,新莊文化藝術中心,,王小姐,02-22760182#323,,AJ5044@ntpc.gov.tw,欲申請展演者，請直接聯繫場地管理單位,http://busker.culture.tw/c_upload_busker/performer/place/image/2020-06-04/4c922893-7c0d-4e9a-aa0c-785b090042bc/22bcd2ff89c8db36900d656eb0f0bb06.jpg,"['新莊區', '新莊', '藝術', '廣場', '文化', '中心']",
三芝區　福德水車園區,,三芝區公所,,江小姐,02-26362111#245,,AB3981@ntpc.gov.tw,電話申請,http://busker.culture.tw/h_upload_ccacloud/performer/place/pic/A0/B0/C0/D0/E0/F163/bca31b24-73d9-4663-a582-9ebfbe3f05a5.jpg,"['三芝', '福德水車', '園區']",
