ID,Q1: 您的生理性別 Gender,Q2: 你的出生西元年 your birth year,Q3: 您的星座 constellation    ,Q4: 您是哪個學院的 which college you come from,Q7: 您的性格傾向（依照您自己的觀察判斷）Personality   and  personal characters ,Q8: 您的課外活動/社團活動參與 involvement in after-class extracurricular activities,Q9: 您的學業表現 (過去以來的狀況) your academic performance level in general,Q10: 您的居住狀態 where do you live?,你主要使用的手機廠牌 Brand of your major cellurla phone,這隻手機使用多久How long you have this phone?,手機上網流量 internet connection type,Data,A: 關於手機的一些資訊 some information about cellalur phone usage [S1. FB的朋友數 number of friends you have at FB],A: 關於手機的一些資訊 some information about cellalur phone usage [S2. LINE的好友數 number of friends you have at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S3. LINE的群組數 number of groups you are in at LINE],A: 關於手機的一些資訊 some information about cellalur phone usage [S4. IG的粉絲數 number of followers at IG],A: 關於手機的一些資訊 some information about cellalur phone usage [S5. IG的追蹤中人數 number of following at IG],B: 手機使用行為 Cellular phone usage [B1. 每天用手機玩手機遊戲的時間大約幾分鐘 time (minutes) of playing game on the phone per day ],Time,B: 手機使用行為 Cellular phone usage [B2. 每天用手機看影片追劇的時間大約幾分鐘 time (minutes) of watching vedio/film/drama on the phone per day ],B: 手機使用行為 Cellular phone usage [B3: 每天用手機瀏覽新聞的時間大約幾分鐘 time (minutes) of reading news on the phone per day ],B: 手機使用行為 Cellular phone usage [B4. 一週用手機叫餐買食物飲料的次數 number of ordering food/drinks per week in average],B: 手機使用行為 Cellular phone usage [B5. 一週用手機叫車搭車的次數 number of calling taxi per week in average],B: 手機使用行為 Cellular phone usage [B6: 手機剩下%多少電力時會感到焦慮(請填0-100的數值) how many % of power left may feel nervous],"C: 手機使用習慣 tendency of using phone [C1. 我曾因長時間玩手機遊戲而眼睛酸澀、肌肉痠痛，或有其他身體不適 I have often experienced dry/sore eyes, muscle aches, or other physical discomforts from playing mobile games for a long duration.a]","C: 手機使用習慣 tendency of using phone [C2. 我常常原本沒有打算玩手機遊戲，卻會忍不住拿起手機來玩一下（滑一下） I often do not plan on playing mobile games, but cannot resist picking up my phone to play (swipe).]",C: 手機使用習慣 tendency of using phone [C3. 在過去3個月裡，我感覺需要更常玩手機遊戲，或玩更久的時間才覺得我玩夠了 I find that I am spending more time playing mobile games],"C: 手機使用習慣 tendency of using phone [C4. 如果不能玩手機遊戲，我會覺得靜不下心，感到很煩躁 If I cannot play a mobile game, I feel restless and irritable.]",總時間
480,女,1995,8. 處女座(8/23-9/22) Virgo,文學院College of Liberal Arts,3. 外向活潑 Outward and active,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,480,550,550,80,400,300,0,FALSE,0,0,15,3,20,3符合 agree,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,196.6
481,女,1996,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,481,300,160,5,256,700,180,481,0,30,4,0,10,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,402.9
482,男,1996,8. 處女座(8/23-9/22) Virgo,理學院College of Science,4. 內外雙極 In-outward polarized,3. 積極參與 highly involve,1稍微有一點落後其他同學 below average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,482,120,79,33,0,0,60,FALSE,30,10,0,0,20,1極不符合 extremely disagree,3符合 agree,2不符合 disagree,4非常符合 extremely agree,245.01
483,女,1996,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,483,125,55,7,99,330,30,FALSE,60,10,3,1,50,3符合 agree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,220.49
484,女,1996,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,484,537,162,36,478,937,405,484,30,30,2,0,10,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,268.85
485,男,1998,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,1. 從不參與  never involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,485,1052,483,88,363,475,0,FALSE,180,0,0,0,25,2不符合 disagree,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,336.57
486,女,1999,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,486,150,200,6,300,190,300,486,100,30,0,0,40,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,394.3
487,女,1999,8. 處女座(8/23-9/22) Virgo,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,3. 預付卡或臨時卡 Prepaid SIM card,FALSE,347,141,49,221,228,60,FALSE,240,10,1,0,50,3符合 agree,3符合 agree,3符合 agree,2不符合 disagree,199.89
488,女,2000,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,紅米,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,488,兩百多,兩百多,一百多,沒在用,沒在用,0,FALSE,0,0,3,0,20,2不符合 disagree,2不符合 disagree,2不符合 disagree,2不符合 disagree,188.36
489,女,2000,8. 處女座(8/23-9/22) Virgo,教育學院College of Education,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,489,150,150,30,170,340,60,FALSE,120,30,0,0,20,3符合 agree,4非常符合 extremely agree,3符合 agree,3符合 agree,141.14
490,女,2000,8. 處女座(8/23-9/22) Virgo,藝術學院College of Arts,3. 外向活潑 Outward and active,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,490,960,421,251,無,無,240,490,120,0,0,0,10,3符合 agree,3符合 agree,3符合 agree,3符合 agree,199.03
491,女,2000,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L2: 住在自己家裡(沒有與父母住在一起) live in home without parents,蘋果APPLE/Iphone,7. 五年以上 > 5 years and more,4. 只用WIFI不能用SIM卡上網,FALSE,2100,0,0,278,227,0,FALSE,5,2,3,0,7,3符合 agree,3符合 agree,2不符合 disagree,3符合 agree,349.48
492,女,2000,8. 處女座(8/23-9/22) Virgo,文學院College of Liberal Arts,3. 外向活潑 Outward and active,3. 積極參與 highly involve,4在課業上我應該算是很厲害的 excellent and outstanding,L4: 學校宿舍 live in school's dorm,歐寶OPPO,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,492,1032,989,151,789,1013,45,FALSE,113,20,5,4,70,3符合 agree,2不符合 disagree,3符合 agree,3符合 agree,242.42
493,女,2000,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,493,800,200,50,550,350,60,FALSE,30,20,1,2,60,3符合 agree,4非常符合 extremely agree,3符合 agree,3符合 agree,164.8
494,女,2000,8. 處女座(8/23-9/22) Virgo,教育學院College of Education,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,FALSE,500,280,150,500,350,0,FALSE,90,10,0,0,15,3符合 agree,2不符合 disagree,2不符合 disagree,2不符合 disagree,242.82
495,男,2001,8. 處女座(8/23-9/22) Virgo,科技學院College of Technology and Engineering,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,三星SAMSUNG,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,495,680,62,18,361,219,30,FALSE,35,15,0,0,0,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,186.13
496,男,2001,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,3. 外向活潑 Outward and active,3. 積極參與 highly involve,4在課業上我應該算是很厲害的 excellent and outstanding,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,496,1萬,100,50,330萬,300多,0,FALSE,0,6,0,0,1,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,135.71
497,女,2001,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,1. 內向安靜 Introvert and gentle,1. 從不參與  never involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,其它,3. 一年以上未滿兩年 > 1 year less than 2 years,其它,FALSE,639,80？,太多了不知道,306,359？,0,FALSE,60,10,3,0,30,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,286.56
498,男,2001,8. 處女座(8/23-9/22) Virgo,運動與休閒學院College of Sports and Recreation,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,498,800,500,50,1000,500,30,FALSE,30,10,1,0,30,2不符合 disagree,2不符合 disagree,2不符合 disagree,2不符合 disagree,253.08
499,男,2001,8. 處女座(8/23-9/22) Virgo,文學院College of Liberal Arts,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,499,兩百,八十,四十,兩百,兩百五,180,499,60,20,2,0,40,2不符合 disagree,3符合 agree,3符合 agree,2不符合 disagree,191.05
500,男,2001,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,500,250,110,36,297,235,300,500,20,5,0,1,15,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,290.07
501,女,2001,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,501,1000,400,50,700,300,240,501,5,5,3,1,60,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,229.49
502,女,2001,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,2. 有限制不是吃到飽 limited data,FALSE,500,200,50,280,350,0,FALSE,10,10,1,0,20,2不符合 disagree,3符合 agree,1極不符合 extremely disagree,2不符合 disagree,139.04
503,女,2001,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,503,400,500,130,500,350,0,FALSE,40,20,3,1,99,3符合 agree,1極不符合 extremely disagree,3符合 agree,1極不符合 extremely disagree,173.31
504,女,2001,8. 處女座(8/23-9/22) Virgo,理學院College of Science,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,1稍微有一點落後其他同學 below average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,504,1060,550,50,2158,393,12,FALSE,720,5,3,0,20,3符合 agree,3符合 agree,2不符合 disagree,3符合 agree,256.49
505,女,2001,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,505,257,351,106,127,214,60,FALSE,120,30,0,0,35,2不符合 disagree,3符合 agree,3符合 agree,2不符合 disagree,136.79
506,女,2002,8. 處女座(8/23-9/22) Virgo,科技學院College of Technology and Engineering,4. 內外雙極 In-outward polarized,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,506,106,224,113,325,902,180,506,30,10,0,0,20,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,249
507,女,2002,8. 處女座(8/23-9/22) Virgo,文學院College of Liberal Arts,5. 難以捉摸 Hart to say and unstable,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,507,500,50,6,400,200,0,FALSE,60,120,0,0,12,2不符合 disagree,3符合 agree,3符合 agree,3符合 agree,165.79
508,女,2002,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,508,530,325,128,758,444,30,FALSE,180,30,0,4,20,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,187.12
509,男,2002,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,4在課業上我應該算是很厲害的 excellent and outstanding,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,2. 有限制不是吃到飽 limited data,FALSE,583,314,68,374,739,60,FALSE,60,30,2,0,15,3符合 agree,4非常符合 extremely agree,3符合 agree,2不符合 disagree,317.23
510,女,2002,8. 處女座(8/23-9/22) Virgo,教育學院College of Education,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,2. 有限制不是吃到飽 limited data,FALSE,291,262,134,348,1008,0,FALSE,30,15,0,0,70,3符合 agree,4非常符合 extremely agree,3符合 agree,3符合 agree,186.14
511,男,2002,8. 處女座(8/23-9/22) Virgo,文學院College of Liberal Arts,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,511,365,92,38,175,334,10,FALSE,60,30,1,0,35,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,144.88
512,男,2002,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,5. 難以捉摸 Hart to say and unstable,1. 從不參與  never involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,512,174,92,58,103,403,60,FALSE,30,10,0,0,15,3符合 agree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,207.18
513,男,2002,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,513,174,92,58,103,403,60,FALSE,30,10,0,0,15,3符合 agree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,166.89
514,女,2002,8. 處女座(8/23-9/22) Virgo,教育學院College of Education,4. 內外雙極 In-outward polarized,3. 積極參與 highly involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,華碩ASUS,3. 一年以上未滿兩年 > 1 year less than 2 years,2. 有限制不是吃到飽 limited data,FALSE,218,207,116,230,250,40,FALSE,25,0,0,0,15,2不符合 disagree,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,202.69
515,女,2002,8. 處女座(8/23-9/22) Virgo,教育學院College of Education,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,515,361,106,74,357,421,36,FALSE,119,0,0,0,80,2不符合 disagree,3符合 agree,2不符合 disagree,2不符合 disagree,338.55
516,男,2002,8. 處女座(8/23-9/22) Virgo,運動與休閒學院College of Sports and Recreation,3. 外向活潑 Outward and active,3. 積極參與 highly involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,516,500多,200多,50幾個,300多,400多,120,FALSE,420,30,20,10,50,2不符合 disagree,4非常符合 extremely agree,1極不符合 extremely disagree,1極不符合 extremely disagree,162.03
517,女,2002,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,517,1800,750,100,1050,200,240,517,60,20,5,0,30,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,774.09
518,女,2002,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,518,367,216,108,325,402,30,FALSE,60,15,1,0,40,3符合 agree,3符合 agree,3符合 agree,2不符合 disagree,237.42
519,女,2002,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,3. 外向活潑 Outward and active,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,519,645,505,105,432,502,60,FALSE,180,0,3,0,20,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,225.71
520,男,2002,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,3. 積極參與 highly involve,1稍微有一點落後其他同學 below average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,520,500,400,200,400,700,480,520,60,0,2,0,20,3符合 agree,3符合 agree,3符合 agree,3符合 agree,162.14
521,男,2002,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,521,174,92,58,103,403,60,FALSE,30,10,0,0,15,3符合 agree,3符合 agree,1極不符合 extremely disagree,1極不符合 extremely disagree,166.89
522,女,2002,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,3. 外向活潑 Outward and active,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,522,133,160,62,245,176,180,522,30,10,2,1,20,3符合 agree,3符合 agree,1極不符合 extremely disagree,2不符合 disagree,187.74
523,女,2002,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,523,200,200,50,320,185,0,FALSE,90,30,0,2,30,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,190.47
524,女,2002,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,3. 積極參與 highly involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,三星SAMSUNG,3. 一年以上未滿兩年 > 1 year less than 2 years,1. 吃到飽沒上限 unlimited data,524,248,87,57,190,236,0,FALSE,60,10,0,0,15,2不符合 disagree,3符合 agree,3符合 agree,3符合 agree,649.45
525,女,2002,8. 處女座(8/23-9/22) Virgo,文學院College of Liberal Arts,1. 內向安靜 Introvert and gentle,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,525,361,250,18,345,362,240,525,120,30,0,0,40,2不符合 disagree,1極不符合 extremely disagree,2不符合 disagree,2不符合 disagree,245.73
526,女,2002,8. 處女座(8/23-9/22) Virgo,理學院College of Science,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,1. 半年內 within an half year,1. 吃到飽沒上限 unlimited data,526,398,168,90,335,644,240,526,30,0,0,0,10,3符合 agree,3符合 agree,2不符合 disagree,2不符合 disagree,221.52
527,女,2002,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,4. 內外雙極 In-outward polarized,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,527,147,134,50,100,785,0,FALSE,60,0,0,0,4,4非常符合 extremely agree,4非常符合 extremely agree,2不符合 disagree,3符合 agree,471.29
528,男,2002,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,2. 中性平衡 Balance and equal,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,7. 五年以上 > 5 years and more,1. 吃到飽沒上限 unlimited data,528,269,224,39,215,247,180,528,150,20,0,0,40,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,2不符合 disagree,291.47
529,女,2002,8. 處女座(8/23-9/22) Virgo,理學院College of Science,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,3比其他同學稍好些 above average,L4: 學校宿舍 live in school's dorm,蘋果APPLE/Iphone,6. 四年以上上未滿五年 > 4 years less than 5 years,1. 吃到飽沒上限 unlimited data,529,120,300,100,280,250,20,FALSE,0,0,0,0,10,3符合 agree,2不符合 disagree,1極不符合 extremely disagree,1極不符合 extremely disagree,575.19
530,男,2002,8. 處女座(8/23-9/22) Virgo,我不是台師大學生 Not NTNU student,5. 難以捉摸 Hart to say and unstable,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L5: 租房子 rent a house/room out of school,蘋果APPLE/Iphone,5. 三年以上未滿四年 > 3 years less than 4 years,1. 吃到飽沒上限 unlimited data,530,500,605,92,350,400,180,530,30,90,0,0,40,2不符合 disagree,2不符合 disagree,1極不符合 extremely disagree,2不符合 disagree,269.7
531,女,2003,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,1. 內向安靜 Introvert and gentle,1. 從不參與  never involve,3比其他同學稍好些 above average,L1: 住在自己家裡(與父或母住在一起) live in home with parents,三星SAMSUNG,4. 二年以上未滿三年 > 2 years less than 3 years,1. 吃到飽沒上限 unlimited data,531,35,50,6,55,120,300,531,240,0,0,0,50,2不符合 disagree,3符合 agree,3符合 agree,3符合 agree,570.31
532,女,2003,8. 處女座(8/23-9/22) Virgo,管理學院College of Management,3. 外向活潑 Outward and active,2. 偶而參與 occasionally involve,2跟其他同學差不多 in average and similar to others,L1: 住在自己家裡(與父或母住在一起) live in home with parents,蘋果APPLE/Iphone,2. 半年以上未滿一年  > .5 year less than 1 year,1. 吃到飽沒上限 unlimited data,532,50,129,88,313,190,400,532,0,0,0,2,10,2不符合 disagree,3符合 agree,3符合 agree,3符合 agree,154.85
